user_id,restaurant_id,rating,review_text
2,4215,5.0,Simulated review for Kya Khaoge based on biryani_mughlai_enthusiast persona.
2,9554,4.0,Simulated review for Magic Paratha Box based on biryani_mughlai_enthusiast persona.
2,1631,4.5,Simulated review for La Brasserie - Le Meridien based on biryani_mughlai_enthusiast persona.
2,3857,4.0,Simulated review for The Belgian Waffle Co. based on biryani_mughlai_enthusiast persona.
2,876,5.0,Simulated review for Crumb Together based on biryani_mughlai_enthusiast persona.
2,1359,5.0,Simulated review for Thalassery Restaurant based on biryani_mughlai_enthusiast persona.
2,9893,3.5,Simulated review for The Shop of Paanakam based on biryani_mughlai_enthusiast persona.
2,12313,4.5,Simulated review for YummTumm based on biryani_mughlai_enthusiast persona.
3,3206,3.5,Simulated review for The Jade Kitchen based on south_indian_traditionalist persona.
3,6724,3.0,Simulated review for Baskin Robbins based on south_indian_traditionalist persona.
3,9666,4.5,Simulated review for Curries & Pickles based on south_indian_traditionalist persona.
3,2329,4.0,Simulated review for Bhojanam Restaurant based on south_indian_traditionalist persona.
3,4283,5.0,Simulated review for New Prashanth Hotel based on south_indian_traditionalist persona.
3,3488,5.0,Simulated review for Vijayalakshmi Veg based on south_indian_traditionalist persona.
3,10325,4.5,Simulated review for GR Foods based on south_indian_traditionalist persona.
3,5508,5.0,Simulated review for Hotel Savaji's based on south_indian_traditionalist persona.
3,8248,5.0,Simulated review for Banashankari Nati Style based on south_indian_traditionalist persona.
3,11458,5.0,Simulated review for Fine Dine Restaurant based on south_indian_traditionalist persona.
3,11688,5.0,Simulated review for Chikkanna Biryani Hotel based on south_indian_traditionalist persona.
4,6861,4.0,Simulated review for Davanagere Benne Dosa Hotel based on south_indian_traditionalist persona.
4,4391,4.5,Simulated review for 4th Tea Block based on south_indian_traditionalist persona.
4,6590,4.5,Simulated review for Bombay Kulfi based on south_indian_traditionalist persona.
4,4892,4.5,Simulated review for Atithi Aramane Veg based on south_indian_traditionalist persona.
4,12146,3.5,Simulated review for Night Hawks based on south_indian_traditionalist persona.
4,7927,4.0,Simulated review for Chai Kada based on south_indian_traditionalist persona.
4,3846,4.5,Simulated review for Birinz based on south_indian_traditionalist persona.
4,11811,4.5,Simulated review for Vrikshah Kitchens based on south_indian_traditionalist persona.
4,6652,3.5,Simulated review for Tasty Bites based on south_indian_traditionalist persona.
4,1783,4.5,Simulated review for Natural Ice Cream based on south_indian_traditionalist persona.
4,845,5.0,Simulated review for RS Shiv Sagar based on south_indian_traditionalist persona.
4,3914,5.0,Simulated review for Cream Stone based on south_indian_traditionalist persona.
4,639,4.0,Simulated review for Hotel Fanoos based on south_indian_traditionalist persona.
4,4122,5.0,Simulated review for Atithi Sambrama based on south_indian_traditionalist persona.
4,12035,4.0,Simulated review for Mr. Anbu's Ambur Biriyani based on south_indian_traditionalist persona.
4,9043,4.0,Simulated review for Parinitha Biryani Corner based on south_indian_traditionalist persona.
5,10090,5.0,Simulated review for Food Court based on biryani_mughlai_enthusiast persona.
5,8533,5.0,Simulated review for Swasthaa based on biryani_mughlai_enthusiast persona.
5,3993,5.0,Simulated review for Khushi Kitchen based on biryani_mughlai_enthusiast persona.
5,2986,4.0,Simulated review for The Trundle based on biryani_mughlai_enthusiast persona.
5,8132,4.0,Simulated review for Thrilok Restaurant based on biryani_mughlai_enthusiast persona.
5,6436,4.0,Simulated review for Sweet Truth based on biryani_mughlai_enthusiast persona.
5,2025,3.5,Simulated review for Amande Patisserie based on biryani_mughlai_enthusiast persona.
5,11648,4.5,Simulated review for The Fiery Indian Kitchen based on biryani_mughlai_enthusiast persona.
5,6764,4.0,Simulated review for Checkered Bar - MGM Mark based on biryani_mughlai_enthusiast persona.
5,10852,4.5,Simulated review for Kolakata Biryani Cafe based on biryani_mughlai_enthusiast persona.
5,1099,4.0,Simulated review for Enchanted Garden based on biryani_mughlai_enthusiast persona.
5,1330,3.5,Simulated review for Ammi's Biryani based on biryani_mughlai_enthusiast persona.
5,11478,5.0,Simulated review for Foodiction based on biryani_mughlai_enthusiast persona.
6,3305,4.0,Simulated review for Kabab Souq based on indo_chinese_asian_seeker persona.
6,4824,4.0,Simulated review for Sweet Truth based on indo_chinese_asian_seeker persona.
6,11028,3.0,Simulated review for Sri Venkateshwara Juice and Dosa Centre based on indo_chinese_asian_seeker persona.
6,6053,4.5,Simulated review for Asha Sweets Centre based on indo_chinese_asian_seeker persona.
6,12117,5.0,Simulated review for Laziz Pizza based on indo_chinese_asian_seeker persona.
6,7092,4.5,Simulated review for La Mensa based on indo_chinese_asian_seeker persona.
6,9828,4.0,Simulated review for Biriyani's House based on indo_chinese_asian_seeker persona.
6,2498,3.5,Simulated review for Arena - Artisanal Brewkitchen based on indo_chinese_asian_seeker persona.
6,2292,3.5,Simulated review for Mojo Pizza - 2X Toppings based on indo_chinese_asian_seeker persona.
6,6171,4.0,Simulated review for Dhadoom based on indo_chinese_asian_seeker persona.
6,6981,4.5,Simulated review for Cafe Indiana based on indo_chinese_asian_seeker persona.
6,408,4.0,Simulated review for Barbeque Nation based on indo_chinese_asian_seeker persona.
6,3063,4.5,Simulated review for 3 Leafs based on indo_chinese_asian_seeker persona.
6,11847,4.0,Simulated review for BJM Restaurant and Cafe based on indo_chinese_asian_seeker persona.
6,8901,3.5,Simulated review for New Prashantha Naati Corner based on indo_chinese_asian_seeker persona.
6,4519,4.0,Simulated review for McDonald's based on indo_chinese_asian_seeker persona.
6,3492,5.0,Simulated review for Srinidhi Veg Food Court based on indo_chinese_asian_seeker persona.
6,7946,3.5,Simulated review for Curries And Pickles based on indo_chinese_asian_seeker persona.
6,10495,3.5,Simulated review for Nuty based on indo_chinese_asian_seeker persona.
7,1550,5.0,Simulated review for Chullah Chandigarh based on north_indian_family_diner persona.
7,1173,5.0,Simulated review for Sri Udupi Park based on north_indian_family_diner persona.
7,4288,3.0,Simulated review for Five Star Chicken based on north_indian_family_diner persona.
7,9849,4.5,Simulated review for Desi Jalpaan based on north_indian_family_diner persona.
7,6598,4.0,Simulated review for Nawabi Zaica based on north_indian_family_diner persona.
7,9879,4.0,Simulated review for Mount Blue based on north_indian_family_diner persona.
7,11087,4.0,Simulated review for Taste Of Andhra based on north_indian_family_diner persona.
7,8646,3.5,Simulated review for Crunch Pizzas based on north_indian_family_diner persona.
7,7967,3.5,Simulated review for Chai Masthi based on north_indian_family_diner persona.
7,10209,5.0,Simulated review for House of Tasty Food based on north_indian_family_diner persona.
7,505,5.0,Simulated review for Kabab Magic based on north_indian_family_diner persona.
7,4011,4.0,Simulated review for Shan-e-Punjabi Express based on north_indian_family_diner persona.
7,3396,5.0,Simulated review for Sri Udupi Park based on north_indian_family_diner persona.
7,7043,4.5,Simulated review for UBCR Cafe & Resto based on north_indian_family_diner persona.
7,7204,4.0,Simulated review for My Cafe based on north_indian_family_diner persona.
7,5616,5.0,Simulated review for Sweet Truth based on north_indian_family_diner persona.
8,9093,3.5,Simulated review for Juiced Burger based on indo_chinese_asian_seeker persona.
8,8673,3.5,Simulated review for New Rajalakshmi Sweets based on indo_chinese_asian_seeker persona.
8,4387,5.0,Simulated review for EggFactor - Street House based on indo_chinese_asian_seeker persona.
8,3107,5.0,Simulated review for Drunken Monkey based on indo_chinese_asian_seeker persona.
8,11860,4.0,Simulated review for Hotel Vinn based on indo_chinese_asian_seeker persona.
8,723,4.5,Simulated review for Aubree based on indo_chinese_asian_seeker persona.
8,6044,4.5,Simulated review for Oasis Restaurant based on indo_chinese_asian_seeker persona.
8,1366,5.0,Simulated review for Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© based on indo_chinese_asian_seeker persona.
8,7523,4.0,Simulated review for Ragi Nadu based on indo_chinese_asian_seeker persona.
8,5156,2.5,Simulated review for Chef Baker's based on indo_chinese_asian_seeker persona.
8,6804,4.5,Simulated review for Chikeys based on indo_chinese_asian_seeker persona.
8,10566,4.5,Simulated review for Sethi's based on indo_chinese_asian_seeker persona.
8,3481,3.0,Simulated review for Malhar Maharashtrian Cuisine based on indo_chinese_asian_seeker persona.
8,646,3.5,Simulated review for Bheema's based on indo_chinese_asian_seeker persona.
8,1581,4.0,Simulated review for Polar Bear based on indo_chinese_asian_seeker persona.
8,8134,4.0,Simulated review for Hotel Food Zone based on indo_chinese_asian_seeker persona.
8,5836,5.0,Simulated review for Kenny's Restaurant based on indo_chinese_asian_seeker persona.
9,1185,3.0,Simulated review for Pizza Hut based on biryani_mughlai_enthusiast persona.
9,9298,4.5,Simulated review for Biryani Bazar based on biryani_mughlai_enthusiast persona.
9,221,4.0,Simulated review for Moriz Restaurant based on biryani_mughlai_enthusiast persona.
9,1384,5.0,Simulated review for Sikori based on biryani_mughlai_enthusiast persona.
9,3713,4.5,Simulated review for Zam Zam Kabab House based on biryani_mughlai_enthusiast persona.
9,1116,4.5,Simulated review for Sri Sairam's Chats and Juice based on biryani_mughlai_enthusiast persona.
9,7740,5.0,Simulated review for Kerala Restaurant based on biryani_mughlai_enthusiast persona.
9,8436,4.0,Simulated review for Rolls Kitchen based on biryani_mughlai_enthusiast persona.
9,9096,3.0,Simulated review for Cuppa based on biryani_mughlai_enthusiast persona.
9,3271,5.0,Simulated review for Hunger Night King based on biryani_mughlai_enthusiast persona.
9,8605,4.0,Simulated review for Hotel Green Land based on biryani_mughlai_enthusiast persona.
9,2058,4.5,Simulated review for Sethji Home Made Food based on biryani_mughlai_enthusiast persona.
9,10854,4.0,Simulated review for Ahmed Biriyani Corner based on biryani_mughlai_enthusiast persona.
9,4907,3.0,Simulated review for Five Star Chicken based on biryani_mughlai_enthusiast persona.
9,4388,4.5,Simulated review for New Samrat Restaurant based on biryani_mughlai_enthusiast persona.
9,9961,4.0,Simulated review for Copacabana Pub based on biryani_mughlai_enthusiast persona.
9,9910,4.5,Simulated review for Third Wave Coffee Roasters @ The Bohemian House based on biryani_mughlai_enthusiast persona.
9,11560,4.5,Simulated review for Food Singh based on biryani_mughlai_enthusiast persona.
9,10055,3.5,Simulated review for Saras based on biryani_mughlai_enthusiast persona.
9,821,4.5,Simulated review for Faasos based on biryani_mughlai_enthusiast persona.
9,843,5.0,Simulated review for Tamarind - Tamarind Hospitality based on biryani_mughlai_enthusiast persona.
9,3988,3.5,Simulated review for Spicy Punjabi Pharatha based on biryani_mughlai_enthusiast persona.
10,4995,4.5,Simulated review for Easy Bites based on south_indian_traditionalist persona.
10,5687,5.0,Simulated review for Just Dosa based on south_indian_traditionalist persona.
10,5041,4.0,Simulated review for Pallavas Veg Cuisine based on south_indian_traditionalist persona.
10,7332,5.0,Simulated review for Rotti Mane based on south_indian_traditionalist persona.
10,11446,5.0,Simulated review for Sapfresh based on south_indian_traditionalist persona.
10,5067,4.5,Simulated review for Bengaluru House based on south_indian_traditionalist persona.
10,9017,4.0,Simulated review for Fine Day based on south_indian_traditionalist persona.
10,12308,4.0,Simulated review for Taas Foods based on south_indian_traditionalist persona.
10,10468,4.0,Simulated review for Hyderabad Biriyani House based on south_indian_traditionalist persona.
10,9953,4.0,Simulated review for Cakeship based on south_indian_traditionalist persona.
10,1303,4.5,Simulated review for CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley based on south_indian_traditionalist persona.
10,1676,4.0,Simulated review for Thiruvithamkoor Restaurant based on south_indian_traditionalist persona.
10,10369,3.5,Simulated review for The Chocolate Garden based on south_indian_traditionalist persona.
10,1277,5.0,Simulated review for The Rasaganga based on south_indian_traditionalist persona.
10,1315,4.5,Simulated review for Leon Grill based on south_indian_traditionalist persona.
10,9637,4.5,Simulated review for Dosa Mania based on south_indian_traditionalist persona.
10,11866,4.0,Simulated review for Waffle Secrets based on south_indian_traditionalist persona.
10,6532,5.0,Simulated review for Udupi Sri Krishna Cafe based on south_indian_traditionalist persona.
11,4835,5.0,Simulated review for Desi Vdesi based on luxury_fine_dine_gourmet persona.
11,11783,5.0,Simulated review for Chillax Point based on luxury_fine_dine_gourmet persona.
11,4942,4.5,Simulated review for Food Theory based on luxury_fine_dine_gourmet persona.
11,2704,5.0,Simulated review for Sanjha Chulha based on luxury_fine_dine_gourmet persona.
11,3561,5.0,Simulated review for Firangi Bake based on luxury_fine_dine_gourmet persona.
11,7050,4.0,Simulated review for Jubli Biryani based on luxury_fine_dine_gourmet persona.
11,6552,5.0,Simulated review for Eagles Pizza based on luxury_fine_dine_gourmet persona.
11,1723,5.0,Simulated review for Late Night based on luxury_fine_dine_gourmet persona.
12,10331,5.0,Simulated review for SSignature based on luxury_fine_dine_gourmet persona.
12,10225,5.0,Simulated review for Hottey Smokey based on luxury_fine_dine_gourmet persona.
12,5010,4.0,Simulated review for Donne Biryani House based on luxury_fine_dine_gourmet persona.
12,11681,3.5,Simulated review for Swiss Naturals based on luxury_fine_dine_gourmet persona.
12,4321,4.5,Simulated review for Goli Vada Pav No. 1 based on luxury_fine_dine_gourmet persona.
12,12478,5.0,Simulated review for Grand Food Court based on luxury_fine_dine_gourmet persona.
12,2659,4.5,Simulated review for Lungees Foods based on luxury_fine_dine_gourmet persona.
12,457,5.0,Simulated review for The Hidden Home based on luxury_fine_dine_gourmet persona.
12,1340,3.5,Simulated review for Pizza Hut based on luxury_fine_dine_gourmet persona.
12,9183,4.0,Simulated review for Adya Hotel based on luxury_fine_dine_gourmet persona.
12,6158,4.0,Simulated review for Sihi Chocolaterie based on luxury_fine_dine_gourmet persona.
12,3891,4.0,Simulated review for Mehfil Family Restaurant based on luxury_fine_dine_gourmet persona.
12,10172,4.5,Simulated review for Ana's Midnight Cafe based on luxury_fine_dine_gourmet persona.
12,12431,4.5,Simulated review for Farida's Kitchen based on luxury_fine_dine_gourmet persona.
12,12065,5.0,Simulated review for Zayakedar based on luxury_fine_dine_gourmet persona.
12,205,5.0,Simulated review for Red Rhino based on luxury_fine_dine_gourmet persona.
12,3833,5.0,Simulated review for Lulu's Bakery & Fast Food based on luxury_fine_dine_gourmet persona.
12,11834,4.0,Simulated review for On The Rock based on luxury_fine_dine_gourmet persona.
12,9758,5.0,Simulated review for Daily Special based on luxury_fine_dine_gourmet persona.
12,6693,4.5,Simulated review for Hotel Karavali Fish Palace based on luxury_fine_dine_gourmet persona.
12,9786,4.5,Simulated review for Hunger Nights based on luxury_fine_dine_gourmet persona.
13,11919,3.5,Simulated review for Madurai Canteen based on north_indian_family_diner persona.
13,1688,3.5,Simulated review for Chai Point based on north_indian_family_diner persona.
13,7607,4.0,Simulated review for Navya Andhra Style Restaurant based on north_indian_family_diner persona.
13,3895,4.0,Simulated review for Darjeeling Momo Adda based on north_indian_family_diner persona.
13,2194,4.5,Simulated review for Chefeana based on north_indian_family_diner persona.
13,7855,5.0,Simulated review for 7 Degrees North based on north_indian_family_diner persona.
13,5720,4.0,Simulated review for Paratha's Kitchen based on north_indian_family_diner persona.
13,11184,3.0,Simulated review for Sree Gajanana Juice Centre based on north_indian_family_diner persona.
13,2849,5.0,Simulated review for XO Belgian Waffle based on north_indian_family_diner persona.
13,8207,3.5,Simulated review for UBQ by Barbeque Nation based on north_indian_family_diner persona.
13,1562,4.0,Simulated review for Vembanad - The Paul based on north_indian_family_diner persona.
13,1571,4.5,Simulated review for Spice Kitchen based on north_indian_family_diner persona.
13,1792,4.5,Simulated review for InnerChef based on north_indian_family_diner persona.
13,1853,3.5,Simulated review for Kuttanadu based on north_indian_family_diner persona.
13,10730,4.5,Simulated review for Kedia's Fun Food based on north_indian_family_diner persona.
13,4108,4.5,Simulated review for The Midnight Kitchen based on north_indian_family_diner persona.
13,5945,4.5,Simulated review for Namana Restaurant based on north_indian_family_diner persona.
13,12271,4.5,Simulated review for BelgYum based on north_indian_family_diner persona.
13,5536,3.5,Simulated review for Sweet Truth based on north_indian_family_diner persona.
13,961,3.0,Simulated review for A2B - Adyar Ananda Bhavan based on north_indian_family_diner persona.
14,6529,4.0,Simulated review for Khana Khazana based on north_indian_family_diner persona.
14,1084,3.5,Simulated review for Manbhavan Premium Thali Restaurant based on north_indian_family_diner persona.
14,3812,5.0,Simulated review for Taj Durbar based on north_indian_family_diner persona.
14,1329,5.0,Simulated review for Biriyani Zone based on north_indian_family_diner persona.
14,4511,4.5,Simulated review for Flavours Inn based on north_indian_family_diner persona.
14,3186,4.0,Simulated review for REFUEL based on north_indian_family_diner persona.
14,3357,4.0,Simulated review for Nanna Munna Paratha House based on north_indian_family_diner persona.
14,7243,3.5,Simulated review for FRYBIES based on north_indian_family_diner persona.
14,6946,4.0,Simulated review for Coco Barista based on north_indian_family_diner persona.
14,9204,4.0,Simulated review for T.A.K - That Affordable Kitchen based on north_indian_family_diner persona.
14,1556,4.5,Simulated review for Chicken County Grand based on north_indian_family_diner persona.
14,11094,4.5,Simulated review for Dande Hyderabad Biryani based on north_indian_family_diner persona.
14,4326,4.0,Simulated review for The Bong Palate based on north_indian_family_diner persona.
14,7918,4.0,Simulated review for Walnut Kitchen based on north_indian_family_diner persona.
14,2522,4.0,Simulated review for Papanna's Biriyani based on north_indian_family_diner persona.
14,8352,4.5,Simulated review for Vijayawada Heights based on north_indian_family_diner persona.
14,1471,3.5,Simulated review for Village Restaurant based on north_indian_family_diner persona.
14,5385,4.0,Simulated review for The Paratha Stories based on north_indian_family_diner persona.
14,6464,3.5,Simulated review for MRA based on north_indian_family_diner persona.
14,9771,4.0,Simulated review for Surabhi Restaurant based on north_indian_family_diner persona.
14,2876,3.5,Simulated review for Pappu Chaiwalla based on north_indian_family_diner persona.
14,5191,4.0,Simulated review for Daniyal's based on north_indian_family_diner persona.
15,418,5.0,Simulated review for Kobe Sizzlers based on luxury_fine_dine_gourmet persona.
15,1380,4.0,Simulated review for Domino's Pizza based on luxury_fine_dine_gourmet persona.
15,5049,4.5,Simulated review for Sholay - The Barbeque based on luxury_fine_dine_gourmet persona.
15,9749,4.0,Simulated review for Favourite Restaurant based on luxury_fine_dine_gourmet persona.
15,12337,4.5,Simulated review for Shiv Shakthi Hotel based on luxury_fine_dine_gourmet persona.
15,5170,4.5,Simulated review for Food Republic Resto based on luxury_fine_dine_gourmet persona.
15,2444,4.5,Simulated review for Utse Kitchen based on luxury_fine_dine_gourmet persona.
15,9060,5.0,Simulated review for Annapurna Andhra Hotel based on luxury_fine_dine_gourmet persona.
15,5853,4.0,Simulated review for The Biriyani Factory based on luxury_fine_dine_gourmet persona.
15,3215,5.0,Simulated review for Krishna Kuteera South based on luxury_fine_dine_gourmet persona.
15,3514,5.0,Simulated review for Midnight Pizza Slurpp based on luxury_fine_dine_gourmet persona.
15,1180,4.5,Simulated review for Marzipan Cafe & Bakery based on luxury_fine_dine_gourmet persona.
15,514,4.5,Simulated review for Nagarjuna Chimney based on luxury_fine_dine_gourmet persona.
15,4280,4.5,Simulated review for The Souk based on luxury_fine_dine_gourmet persona.
16,7722,4.5,Simulated review for Wheat House based on indo_chinese_asian_seeker persona.
16,4717,3.5,Simulated review for East- The Oterra based on indo_chinese_asian_seeker persona.
16,3842,4.0,Simulated review for Barbeque Delight based on indo_chinese_asian_seeker persona.
16,11215,4.5,Simulated review for MR Mess based on indo_chinese_asian_seeker persona.
16,9745,4.0,Simulated review for Mist n Creams based on indo_chinese_asian_seeker persona.
16,7627,3.0,Simulated review for Basaveshwara Khanavali based on indo_chinese_asian_seeker persona.
16,3727,4.5,Simulated review for The Mughal's based on indo_chinese_asian_seeker persona.
16,11645,5.0,Simulated review for Sri Gundappa Sweets based on indo_chinese_asian_seeker persona.
16,7677,4.0,Simulated review for Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© based on indo_chinese_asian_seeker persona.
16,1859,4.5,Simulated review for Domino's Pizza based on indo_chinese_asian_seeker persona.
16,6172,4.0,Simulated review for Hotel Marina based on indo_chinese_asian_seeker persona.
16,11122,3.5,Simulated review for Lakshmi Bhavan Vegetarian based on indo_chinese_asian_seeker persona.
16,3113,3.0,Simulated review for Laddoos based on indo_chinese_asian_seeker persona.
16,2928,4.5,Simulated review for The Krishna Grand Xpress based on indo_chinese_asian_seeker persona.
16,5687,3.5,Simulated review for Just Dosa based on indo_chinese_asian_seeker persona.
16,9172,4.5,"Simulated review for Cakes, Crumbs & Magic based on indo_chinese_asian_seeker persona."
16,1997,4.0,Simulated review for The Hub - Ibis Bengaluru based on indo_chinese_asian_seeker persona.
16,4134,4.5,Simulated review for The Original Bistro based on indo_chinese_asian_seeker persona.
16,4636,5.0,Simulated review for Charcoal Eats based on indo_chinese_asian_seeker persona.
16,9219,3.5,Simulated review for Allana Kabab based on indo_chinese_asian_seeker persona.
17,11518,4.5,Simulated review for Nesara Upahar based on luxury_fine_dine_gourmet persona.
17,4772,4.0,Simulated review for Jai Bhavani Dhaba based on luxury_fine_dine_gourmet persona.
17,1079,5.0,Simulated review for Kapoor's Cafe based on luxury_fine_dine_gourmet persona.
17,5917,4.0,Simulated review for The Twenty Handmade Chocolates based on luxury_fine_dine_gourmet persona.
17,3334,4.5,Simulated review for Cauvery Hyderabadi Biriyani based on luxury_fine_dine_gourmet persona.
17,11341,4.0,Simulated review for Jyoti's Kitchen-Donne Biryani based on luxury_fine_dine_gourmet persona.
17,4446,3.5,Simulated review for Dhaba Shaba based on luxury_fine_dine_gourmet persona.
17,8290,4.0,Simulated review for Prawn Crunch based on luxury_fine_dine_gourmet persona.
17,6854,4.5,Simulated review for Chef Kitchen based on luxury_fine_dine_gourmet persona.
17,6447,4.5,Simulated review for Pop'z Kitchen based on luxury_fine_dine_gourmet persona.
17,11386,3.5,Simulated review for Mota Bawarchi based on luxury_fine_dine_gourmet persona.
17,10615,4.5,Simulated review for MK RESTAURANT based on luxury_fine_dine_gourmet persona.
17,4104,5.0,Simulated review for Royal Paris based on luxury_fine_dine_gourmet persona.
17,441,5.0,Simulated review for FreshMenu based on luxury_fine_dine_gourmet persona.
17,1364,3.5,Simulated review for Southern Spice based on luxury_fine_dine_gourmet persona.
17,8142,3.5,Simulated review for Ice Berg based on luxury_fine_dine_gourmet persona.
17,3353,5.0,Simulated review for BG's Poolside Bar & Grill based on luxury_fine_dine_gourmet persona.
17,11319,4.0,Simulated review for Cake Point based on luxury_fine_dine_gourmet persona.
17,967,4.5,Simulated review for CakeWalk based on luxury_fine_dine_gourmet persona.
17,37,5.0,Simulated review for Chutney Chang based on luxury_fine_dine_gourmet persona.
17,10181,5.0,Simulated review for Agnihotri Cuisines based on luxury_fine_dine_gourmet persona.
17,12272,5.0,Simulated review for The Chefs Specials based on luxury_fine_dine_gourmet persona.
17,5668,4.5,Simulated review for Meat And Eat based on luxury_fine_dine_gourmet persona.
18,2624,4.5,Simulated review for Punjab Bistro based on luxury_fine_dine_gourmet persona.
18,1624,3.5,Simulated review for Bangaliana based on luxury_fine_dine_gourmet persona.
18,1390,4.5,Simulated review for Cafe Petu based on luxury_fine_dine_gourmet persona.
18,2181,5.0,Simulated review for Brunchilly based on luxury_fine_dine_gourmet persona.
18,881,4.0,Simulated review for Swasthi Spice Restaurant based on luxury_fine_dine_gourmet persona.
18,198,5.0,Simulated review for BYLI - Bet You Love It! based on luxury_fine_dine_gourmet persona.
18,213,5.0,Simulated review for Krazzy Folds based on luxury_fine_dine_gourmet persona.
18,1660,5.0,Simulated review for Raaga based on luxury_fine_dine_gourmet persona.
18,2079,5.0,Simulated review for 1722 Urban Bistro based on luxury_fine_dine_gourmet persona.
18,154,5.0,Simulated review for District 6 Pub Brewery & Kitchen based on luxury_fine_dine_gourmet persona.
18,11710,4.5,Simulated review for Best Biryani based on luxury_fine_dine_gourmet persona.
18,9615,5.0,Simulated review for Santhrupthi Halli Mane based on luxury_fine_dine_gourmet persona.
18,4138,4.0,Simulated review for Chopstick Kitchen based on luxury_fine_dine_gourmet persona.
18,3797,3.5,Simulated review for Woodee Pizza based on luxury_fine_dine_gourmet persona.
18,6217,3.0,Simulated review for Cafe Coffee Day based on luxury_fine_dine_gourmet persona.
18,7601,4.5,Simulated review for Crepe Nation based on luxury_fine_dine_gourmet persona.
18,7390,5.0,Simulated review for New Udupi Garden based on luxury_fine_dine_gourmet persona.
18,10501,4.0,Simulated review for Metro Fast Food based on luxury_fine_dine_gourmet persona.
18,4655,4.0,Simulated review for Shake It Off based on luxury_fine_dine_gourmet persona.
18,1400,4.5,Simulated review for Mad Over Donuts based on luxury_fine_dine_gourmet persona.
19,5745,4.0,Simulated review for Ackley Kitchen based on koramangala_cafe_pub_goer persona.
19,2499,5.0,Simulated review for Pasta Factory based on koramangala_cafe_pub_goer persona.
19,2907,5.0,Simulated review for Suryawanshi based on koramangala_cafe_pub_goer persona.
19,7156,4.5,Simulated review for Whooppeezz based on koramangala_cafe_pub_goer persona.
19,133,5.0,Simulated review for Smoke House Deli based on koramangala_cafe_pub_goer persona.
19,5246,4.0,Simulated review for The Gluten Free Baking Co. based on koramangala_cafe_pub_goer persona.
19,9559,4.5,Simulated review for Ruchi Restaurant based on koramangala_cafe_pub_goer persona.
19,11677,3.0,Simulated review for Cake Paradise based on koramangala_cafe_pub_goer persona.
19,2623,5.0,Simulated review for Shake It Off based on koramangala_cafe_pub_goer persona.
19,5949,3.0,Simulated review for Karavali Fishland based on koramangala_cafe_pub_goer persona.
19,2671,4.5,Simulated review for Eating Love based on koramangala_cafe_pub_goer persona.
19,1213,4.0,Simulated review for Krazy Factory based on koramangala_cafe_pub_goer persona.
19,10066,4.5,Simulated review for Priya Bakery based on koramangala_cafe_pub_goer persona.
